batchsize,trial_id,engine,elapsed_time
10000,60,XGBoost,0.0354078
10000,61,XGBoost,0.0353634
10000,62,XGBoost,0.0353434
10000,63,XGBoost,0.0354886
10000,64,XGBoost,0.0353751
10000,65,XGBoost,0.0349994
10000,66,XGBoost,0.0350194
10000,67,XGBoost,0.0350926
10000,68,XGBoost,0.0351889
10000,69,XGBoost,0.0354509
10000,70,XGBoost,0.0355251
10000,71,XGBoost,0.0353718
10000,72,XGBoost,0.0353866
10000,73,XGBoost,0.0353179
10000,74,XGBoost,0.0355706
10000,75,XGBoost,0.0354226
10000,76,XGBoost,0.0354431
10000,77,XGBoost,0.0349824
10000,78,XGBoost,0.0350471
10000,79,XGBoost,0.0350232
10000,80,XGBoost,0.0350666
10000,81,XGBoost,0.0350983
10000,82,XGBoost,0.0353043
10000,83,XGBoost,0.0352523
10000,84,XGBoost,0.0351963
10000,85,XGBoost,0.0353997
10000,86,XGBoost,0.0354664
10000,87,XGBoost,0.0352647
10000,88,XGBoost,0.0353482
10000,89,XGBoost,0.0353892
10000,90,XGBoost,0.0352726
10000,91,XGBoost,0.0353894
10000,92,XGBoost,0.0352128
10000,93,XGBoost,0.0351746
10000,94,XGBoost,0.03513
10000,95,XGBoost,0.0352824
10000,96,XGBoost,0.0352278
10000,97,XGBoost,0.0352843
10000,98,XGBoost,0.0352452
10000,99,XGBoost,0.0352621
10000,100,XGBoost,0.0836248
21544,1,XGBoost,0.0739908
21544,2,XGBoost,0.0739384
21544,3,XGBoost,0.0741541
21544,4,XGBoost,0.0742064
21544,5,XGBoost,0.0736728
21544,6,XGBoost,0.0738876
21544,7,XGBoost,0.0738809
21544,8,XGBoost,0.0740209
21544,9,XGBoost,0.0739446
21544,10,XGBoost,0.0740743
21544,11,XGBoost,0.0734711
21544,12,XGBoost,0.0738995
21544,13,XGBoost,0.0738058
21544,14,XGBoost,0.0740333
21544,15,XGBoost,0.0742095
21544,16,XGBoost,0.0738733
21544,17,XGBoost,0.0736287
21544,18,XGBoost,0.0739257
21544,19,XGBoost,0.0740495
21544,20,XGBoost,0.0744517
21544,21,XGBoost,0.0742764
21544,22,XGBoost,0.073776
21544,23,XGBoost,0.0735757
21544,24,XGBoost,0.0739474
21544,25,XGBoost,0.0741127
21544,26,XGBoost,0.0740449
21544,27,XGBoost,0.0740874
21544,28,XGBoost,0.0742767
21544,29,XGBoost,0.0740077
21544,30,XGBoost,0.0738246
21544,31,XGBoost,0.0739243
21544,32,XGBoost,0.0740919
21544,33,XGBoost,0.0742548
21544,34,XGBoost,0.0734575
21544,35,XGBoost,0.073725
21544,36,XGBoost,0.0739574
21544,37,XGBoost,0.0739737
21544,38,XGBoost,0.0738208
21544,39,XGBoost,0.074054
21544,40,XGBoost,0.0741274
21544,41,XGBoost,0.0738888
21544,42,XGBoost,0.0733273
21544,43,XGBoost,0.0734875
21544,44,XGBoost,0.0735967
21544,45,XGBoost,0.0739202
21544,46,XGBoost,0.0740671
21544,47,XGBoost,0.0739191
21544,48,XGBoost,0.0738282
21544,49,XGBoost,0.0738735
21544,50,XGBoost,0.0738866
21544,51,XGBoost,0.0741181
21544,52,XGBoost,0.0738723
21544,53,XGBoost,0.077739
21544,54,XGBoost,0.0739532
21544,55,XGBoost,0.0740838
21544,56,XGBoost,0.0741432
21544,57,XGBoost,0.0736549
21544,58,XGBoost,0.11655
21544,59,XGBoost,0.0740261
21544,60,XGBoost,0.0741551
21544,61,XGBoost,0.0740736
21544,62,XGBoost,0.0742123
21544,63,XGBoost,0.0736957
21544,64,XGBoost,0.0735881
21544,65,XGBoost,0.0741503
21544,66,XGBoost,0.0742252
21544,67,XGBoost,0.0741012
21544,68,XGBoost,0.0740988
21544,69,XGBoost,0.0739944
21544,70,XGBoost,0.0739355
21544,71,XGBoost,0.0739625
21544,72,XGBoost,0.0740166
21544,73,XGBoost,0.0742707
21544,74,XGBoost,0.0740883
21544,75,XGBoost,0.0740085
21544,76,XGBoost,0.0741079
21544,77,XGBoost,0.0739973
21544,78,XGBoost,0.0739253
21544,79,XGBoost,0.0741284
21544,80,XGBoost,0.0740685
21544,81,XGBoost,0.0738201
21544,82,XGBoost,0.0738838
21544,83,XGBoost,0.0739119
21544,84,XGBoost,0.0738337
21544,85,XGBoost,0.0738328
21544,86,XGBoost,0.0735025
21544,87,XGBoost,0.0736816
21544,88,XGBoost,0.0739162
21544,89,XGBoost,0.0740638
21544,90,XGBoost,0.074121
21544,91,XGBoost,0.0740578
21544,92,XGBoost,0.0740316
21544,93,XGBoost,0.0738771
21544,94,XGBoost,0.0735521
21544,95,XGBoost,0.0739319
21544,96,XGBoost,0.0741315
21544,97,XGBoost,0.0740769
21544,98,XGBoost,0.0739539
21544,99,XGBoost,0.0739889
21544,100,XGBoost,0.0736177
46415,1,XGBoost,0.16051
46415,2,XGBoost,0.160436
46415,3,XGBoost,0.161194
46415,4,XGBoost,0.161266
46415,5,XGBoost,0.160158
46415,6,XGBoost,0.160985
46415,7,XGBoost,0.161404
46415,8,XGBoost,0.16018
46415,9,XGBoost,0.160575
46415,10,XGBoost,0.161058
46415,11,XGBoost,0.160957
46415,12,XGBoost,0.206901
46415,13,XGBoost,0.161066
46415,14,XGBoost,0.160687
46415,15,XGBoost,0.160741
46415,16,XGBoost,0.160881
46415,17,XGBoost,0.160124
46415,18,XGBoost,0.160987
46415,19,XGBoost,0.161509
46415,20,XGBoost,0.160323
46415,21,XGBoost,0.160687
46415,22,XGBoost,0.160598
46415,23,XGBoost,0.160793
46415,24,XGBoost,0.161116
46415,25,XGBoost,0.160797
46415,26,XGBoost,0.160413
46415,27,XGBoost,0.160984
46415,28,XGBoost,0.160453
46415,29,XGBoost,0.159937
46415,30,XGBoost,0.160739
46415,31,XGBoost,0.161011
46415,32,XGBoost,0.160533
46415,33,XGBoost,0.161047
46415,34,XGBoost,0.161028
46415,35,XGBoost,0.160704
46415,36,XGBoost,0.160146
46415,37,XGBoost,0.160504
46415,38,XGBoost,0.160739
46415,39,XGBoost,0.160876
46415,40,XGBoost,0.160178
46415,41,XGBoost,0.16077
